BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,MlsStatus,ElementarySchool,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,OriginatingSystemName,OriginatingSystemSubName
PalmSprings,PalmSprings,Tile,True,,,True,22000.0,1156398457,2026-03-31,20000.0,Jeffrey,Grohs,33.775081,-116.544279,3150 Cody Court,ResidentialLease,3804.0,22000.0,0,Bennion Deville Homes,Bennion Deville Homes,,Jeffrey Grohs,,,PS40179,Jeffrey,Grohs,,Monthly,,1156398457,334 - South End Palm Springs,,Riverside,Closed,,True,9.0,Patel,SingleFamilyResidence,0.53,Alta,PalmSprings,2013,3150,219145593PS,4,Palm Springs,,,3,2026-03-31,,,,2023-10-12,,,CA,,,True,,,,,23087.0,,False,2.0,,92264,1.0,23087.0,,CRMLS,CRMLS_CDAR
Mlslistings,Mlslistings,Wood,True,,,,,1156398320,2026-03-31,1230000.0,Jacqueline B,McAbee,36.81311727,-121.41703835,135 Hilltop Drive,Residential,1800.0,1230000.0,0,Nino Real Estate,Nino Real Estate,,Jacqueline B McAbee,,,ML5061618,Jacqueline B,McAbee,,Annually,,1156398320,699 - Not Defined,,San Benito,Closed,,True,2.0,,SingleFamilyResidence,5.46,,Mlslistings,1989,135,ML82040961,4,Hollister,,,3,2026-03-31,,,2026-03-31,2026-03-31,,,CA,,,True,,,,,237838.0,,False,2.0,Other,95023,1900.0,237838.0,,CRMLS,CRMLS_MLSL
CaliforniaDesert,PalmSprings,,True,,,True,2050000.0,1156394332,2026-03-31,2050000.0,Encore,Premier Group,33.764602,-116.422524,11 Duke Drive,Residential,3256.0,2050000.0,0,Bennion Deville Homes,Equity Union,Bennion Deville Homes,Encore Premier Group,Leslee,Effler,CDAR-D77847,Daniel,Ferretti,,Monthly,,1156394332,321 - Rancho Mirage,,Riverside,Closed,,True,2.0,Trojan Properties,SingleFamilyResidence,0.14,The Springs C.C.,CaliforniaDesert,1980,11,219145588PS,3,Rancho Mirage,,,3,2026-03-31,,,2026-03-31,2026-03-31,,,CA,,,True,,,,,6098.0,,False,2.0,,92270,1826.0,6098.0,,CRMLS,CRMLS_CDAR
OutOfAreaBoard,BeverlyHillsGreaterLa,"Tile,Wood",True,,,False,25000.0,1156392832,2026-03-31,25000.0,Neyshia,Go,34.05526,-118.415947,2025 Avenue Of The Stars 1217,ResidentialLease,2450.0,25000.0,1,Sotheby's International Realty,Berkshire Hathaway HomeServices California Properties,Sotheby's International Realty,Neyshia Go,Charlie,Edgar,CLW-X81874,Andrew,Manning,,,,1156392832,C05 - Westwood - Century City,,Los Angeles,Closed,,,0.0,,Condominium,6.1823,,OutOfAreaBoard,1965,2025,26671517,3,Los Angeles,,2450.0,3,2026-03-31,,,,2026-03-30,,,CA,,,False,1,,One,,269300.0,,False,,,90067,,269300.0,,CRMLS,CRMLS_CL
SanDiego,SanDiego,,,,,,2000000.0,1156392625,2026-03-09,2000000.0,Nikki,Francis,32.82040756,-117.09865224,10850 Baroque Lane,CommercialSale,,2000000.0,0,Keller Williams San Diego Metro,Keller Williams San Diego Metro,,Nikki Francis,,,SAND-668778,Nikki,Francis,,,,1156392625,92124 - Tierrasanta,,San Diego,Closed,,,0.0,,,,,SanDiego,1981,10850,260007478SD,0,San Diego,,,,2026-03-09,,,2026-03-03,2025-11-11,,,CA,,,,,,,,,,,,,92124,0.0,,,CRMLS,CRMLS_SAND
ContraCosta,ContraCosta,"Stone,Wood",,,,False,4570000.0,1156392310,2026-03-31,4570000.0,Stephanie,Mull,37.90714567,-122.11099257,101 Greenbank Dr,Residential,7066.0,4570000.0,0,Compass,Christie's Intl RE Sereno,Compass,Stephanie Mull,Stella,Tsakonas,CCBE-159533823,Perla,Rosas,,,,1156392310,,,Contra Costa,Closed,,True,2.0,,SingleFamilyResidence,2.72,SPRINGHILL,ContraCosta,1969,101,41129116,9,Lafayette,,,8,2026-03-31,,,2026-03-31,2026-03-31,,,CA,,,True,,,ThreeOrMore,,118483.0,,False,2.0,,94549,,118483.0,,CRMLS,CRMLS_CCBE
BayEast,BayEast,"Carpet,Wood",,,True,False,770000.0,1156392309,2026-03-30,770000.0,David,Gunderman,37.77560769,-122.19406218,5333 Hillen Dr,Residential,1352.0,770000.0,0,KW Advisors East Bay,Compass,KW Advisors East Bay,David Gunderman,Lucien,Cazenave,CCBE-206536648,Nai On,Saechao,,,,1156392309,,,Alameda,Closed,,False,1.0,,SingleFamilyResidence,0.0849,MILLLS COLLEGE,BayEast,1930,5333,41129114,1,Oakland,,,3,2026-03-30,,,2026-03-13,2026-03-13,,,CA,,,True,1,,One,,3700.0,,False,1.0,,94619,,3700.0,,CRMLS,CRMLS_CCBE
Mlslistings,Mlslistings,,False,,,,3000000.0,1156385224,2026-03-31,3000000.0,Vickie,Burgess,37.29583784,-121.91023067,1525 Keesling Avenue,Residential,2948.0,3000000.0,0,Realsmart Properties,Out of Area Office,Realsmart Properties,Vickie Burgess,Bryan,Jacobs,ML162223,,RECIP,,,,1156385224,699 - Not Defined,,Santa Clara,Closed,,True,2.0,,SingleFamilyResidence,0.303,,Mlslistings,2026,1525,ML82040924,4,San Jose,,,5,2026-03-31,,,2026-03-31,2026-03-31,,,CA,,,False,,,,,13200.0,,False,2.0,San Jose Unified,95125,,13200.0,,CRMLS,CRMLS_MLSL
OrangeCounty,PacificWest,Vinyl,True,,,False,1405000.0,1156335193,2026-03-30,1405000.0,Minh,Nguyen,33.709057,-117.889507,1533 W San Lorenzo Ave,Residential,2000.0,1405000.0,0,First Team Real Estate,"Relo Redac, Inc.",,Minh Nguyen,,,OCFUJIHID,Hidenori,Fujii,,,,1156335193,699 - Not Defined,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.1377,,OrangeCounty,1966,1533,PW26066675,3,Santa Ana,,,5,2026-03-30,,,2026-03-10,2026-03-03,,,CA,,,True,1,,One,,6000.0,5,False,2.0,Santa Ana Unified,92704,0.0,6000.0,,CRMLS,CRMLS_CRM
SanDiego,NorthSanDiegoCounty,,True,,,False,4995000.0,1156334408,2026-03-23,4900000.0,Molly,Fleming,32.989873,-117.273625,205 S. Helix Ave. 61,Residential,1936.0,4995000.0,0,Compass,Compass,,Molly Fleming,,,SAND-644990,Eric,Iantorno,,Monthly,,1156334408,92075 - Solana Beach,,San Diego,Closed,,False,2.0,,Condominium,,,SanDiego,1978,205,NDP2603007,3,Solana Beach,,,3,2026-03-23,,Pilar,2026-03-12,2026-01-13,,,CA,,,True,2,,Two,,,1,,2.0,San Dieguito Union,92075,1140.0,,,CRMLS,CRMLS_CRP
,SanDiego,,False,,,False,1000000.0,1156332563,2026-03-26,1000000.0,Scott,Robeson,32.90331159,-117.09190585,11131 Negley,Residential,1384.0,1000000.0,0,Compass,Compass,Compass,Scott Robeson,Rick,Ramirez,818404,John,Selby,,,,1156332563,92131 - Scripps Miramar,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,0.1492,Scripps Ranch,,1972,11131,260007461SD,2,San Diego,,,3,2026-03-26,,,2026-03-17,2026-02-18,,,CA,,,False,1,,One,,6500.0,,False,2.0,,92131,,6500.0,,CRMLS,CRMLS_SAND
Mlslistings,Mlslistings,"Tile,Wood",True,,,,4850000.0,1156332384,2026-03-30,4850000.0,Tracy,Hsu,37.47241711,-122.19255461,581 16th Avenue,Residential,3560.0,4850000.0,0,U16818 Financial Services,Compass,,Tracy Hsu,,,ML5086787,Josh,Rubin,,,,1156332384,699 - Not Defined,,San Mateo,Closed,Other,True,2.0,,SingleFamilyResidence,0.2728,,Mlslistings,2025,581,ML82040890,5,Menlo Park,,,6,2026-03-30,,,2026-03-30,2026-03-30,,,CA,,,True,,Menlo-Atherton,,,11883.0,,False,2.0,Other,94025,,11883.0,,CRMLS,CRMLS_MLSL
PacificSouthwest,PacificSouthwest,,True,,,False,712000.0,1156328027,2026-03-30,712000.0,Andrew,Skirde,32.782404,-116.932119,1025 Tarlo Court,Residential,1488.0,712000.0,0,The Agency,The Agency,,Andrew Skirde,,,818755,Andrew,Skirde,,,,1156328027,92019 - El Cajon,,San Diego,Closed,,True,2.0,,SingleFamilyResidence,0.2194,,PacificSouthwest,1975,1025,PTP2602375,2,El Cajon,,,4,2026-03-30,,,2026-03-29,2026-03-29,,,CA,,,True,1,,One,,9557.0,,,2.0,Grossmont Union,92019,0.0,9557.0,,CRMLS,CRMLS_CRP
OrangeCounty,OrangeCounty,,True,,,False,2760000.0,1156323086,2026-03-26,2755475.0,Leland,Pfannenstiel,33.490712,-117.716498,5 Costa Del Sol,Residential,2546.0,2760000.0,0,Regency Real Estate Brokers,Regency Real Estate Brokers,Regency Real Estate Brokers,Leland Pfannenstiel,Jordan,Bennett,OCPFANLEL,Leland,Pfannenstiel,,Monthly,,1156323086,MB - Monarch Beach,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.2277,Corniche Sur Mer Phase II (CSM2),OrangeCounty,1991,5,OC26067648,4,Dana Point,,,3,2026-03-26,,Jordan,2026-02-20,2026-02-18,,,CA,,,True,2,,Two,,9920.0,0,False,2.0,Capistrano Unified,92629,206.0,9920.0,,CRMLS,CRMLS_CRM
SanDiego,NorthSanDiegoCounty,"Carpet,Tile",True,,,False,2468500.0,1156322423,2026-03-30,2468500.0,Chelsea,Taylor,33.056881,-117.294518,431 Orpheus Avenue,Residential,2208.0,2468500.0,0,Swell Property,Redfin Corporation,Swell Property,Chelsea Taylor,David,Miller,SAND-656288,Christie,Duguid,,,,1156322423,92024 - Encinitas,,San Diego,Closed,,True,5.0,,SingleFamilyResidence,0.241,,SanDiego,1976,431,NDP2603002,3,Encinitas,,,3,2026-03-30,,,2026-02-26,2026-02-21,,,CA,,,True,1,,One,,10500.0,,,2.0,San Diego Unified,92024,0.0,10500.0,,CRMLS,CRMLS_CRP
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",True,,,False,870000.0,1156321222,2026-03-27,850000.0,Emilia,Arau,34.018862,-118.364351,5508 Village Grn,Residential,1136.0,870000.0,16,Compass,Compass,,Emilia Arau,,,CLW-C120055,Emilia,Arau,,Monthly,,1156321222,PHHT - Park Hills Heights,,Los Angeles,Closed,,,1.0,,Condominium,13.5201,,BeverlyHillsGreaterLa,1945,5508,26671235,2,Los Angeles,,1136.0,2,2026-03-27,,,2026-02-12,2026-01-27,,,CA,,,True,,,MultiSplit,,588937.0,,False,,,90016,1077.83,588937.0,,CRMLS,CRMLS_CL
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Carpet,Wood",True,,,False,730000.0,1156319434,2026-03-30,730000.0,Michael,Ketring,34.220782,-118.630832,8334 Denise Lane,Residential,1519.0,730000.0,0,"Douglas Elliman of California, Inc.","Douglas Elliman of California, Inc.",,Michael Ketring,,,CLW-C143197,Michael,Ketring,,Monthly,,1156319434,WEH - West Hills,,Los Angeles,Closed,,,4.0,,SingleFamilyResidence,0.2236,,BeverlyHillsGreaterLa,1971,8334,26671275,2,West Hills,,1519.0,4,2026-03-30,,,2026-03-30,2026-03-30,,,CA,,,True,1,,One,60x120,9738.0,,False,2.0,Los Angeles Unified,91304,250.0,9738.0,,CRMLS,CRMLS_CL
SanDiego,SanDiego,"Carpet,Tile,Wood",True,,True,False,5000000.0,1156319252,2026-03-30,5000000.0,Todd,Armstrong,32.75071626,-117.18454243,1975 Sunset,Residential,4104.0,5000000.0,0,Compass,PE Management Group Inc.,,Todd Armstrong,,,SAND-659683,David,Van Leenen,,,,1156319252,92103 - Mission Hills,,San Diego,Closed,,,8.0,,SingleFamilyResidence,0.63,Mission Hills,SanDiego,1930,1975,260007448SD,4,San Diego,,,5,2026-03-30,,,2026-03-30,2026-03-30,,,CA,,,True,,,ThreeOrMore,,27442.0,,False,4.0,,92103,,27442.0,,CRMLS,CRMLS_SAND
NorthSanDiegoCounty,NorthSanDiegoCounty,,True,,,False,2900000.0,1156305330,2026-03-12,2900000.0,Molly,Fleming,32.988714,-117.263012,618 Sonrisa St.,Residential,1858.0,2900000.0,0,Compass,Compass,,Molly Fleming,,,153928,Khaki,Wennstrom,,,,1156305330,92075 - Solana Beach,,San Diego,Closed,,True,2.0,,SingleFamilyResidence,0.2571,,NorthSanDiegoCounty,1968,618,NDP2602982,2,Solana Beach,,,3,2026-03-12,,,2026-02-26,2026-02-16,,,CA,,,True,1,,One,,11200.0,,,2.0,San Dieguito Union,92075,0.0,11200.0,,CRMLS,CRMLS_CRP
SanDiego,SanDiego,,False,,,False,732500.0,1156304286,2026-03-25,732500.0,Chad,Woolsey,32.95745297,-117.02559204,13240 Olive Tree,Residential,1398.0,732500.0,0,Compass,Shore Capital Corporation,Compass,Chad Woolsey,Joseph,Arendsen,SAND-617216,James,Edwards,,,,1156304286,92064 - Poway,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,,Poway,SanDiego,1984,13240,260007429SD,2,Poway,,,3,2026-03-25,,,2026-03-11,2026-03-25,,,CA,,,False,1,,One,,,,False,2.0,,92064,,,,CRMLS,CRMLS_SAND
,ContraCosta,"SeeRemarks,Tile",True,,,False,820000.0,1156296243,2026-03-30,820000.0,Kelly,Wall,37.9055874,-121.60663994,4993 South Pt,Residential,1606.0,820000.0,0,Realty Investment Solutions,Realty Investment Solutions Inc,,Kelly Wall,,,CCBE-MET163692,Kelly,Wall,,,,1156296243,,,Contra Costa,Closed,,True,2.0,,SingleFamilyResidence,0.1653,DELTA WATERFRONT ACCESS,,1985,4993,41129032,2,Discovery Bay,,,3,2026-03-30,,,2026-03-30,2026-03-30,,,CA,,,True,1,,One,,7200.0,,False,2.0,,94505,,7200.0,,CRMLS,CRMLS_CCBE
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Carpet,Wood",True,,,False,1100000.0,1156294960,2026-03-17,1100000.0,Hamid,Koochak,34.016973,-118.368336,5625 Aladdin Street,Residential,2213.0,1100000.0,2,Compass,Compass,,Hamid Koochak,,,CLW-C145731,Hamid,Koochak,,Annually,,1156294960,PHHT - Park Hills Heights,,Los Angeles,Closed,,True,0.0,,SingleFamilyResidence,0.3036,Baldwin Vista,BeverlyHillsGreaterLa,1951,5625,26671185,2,Los Angeles,,2213.0,3,2026-03-17,,,2026-02-06,2026-02-04,,,CA,,,True,2,,Two,86x159,13225.0,,False,,,90008,320.0,13225.0,,CRMLS,CRMLS_CL
PacificWest,PacificWest,,False,,,False,995000.0,1156293113,2026-03-27,1000000.0,Justin,Ladd,33.810638,-117.827497,2428 E Vanowen,Residential,1414.0,995000.0,0,Seven Gables Real Estate,Seven Gables Real Estate,,Justin Ladd,,,PWLADJUS,Justin,Ladd,,,,1156293113,"75 - Orange, Orange Park Acres E of 55",,Orange,Closed,,True,2.0,,OwnYourOwn,0.1768,n/a,PacificWest,1963,2428,PW26036690,2,Orange,,,3,2026-03-27,,,2026-03-02,2026-03-01,,,CA,,,True,1,,One,,7700.0,3,False,2.0,Orange Unified,92867,0.0,7700.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,Laminate,True,,,False,3100.0,1156286895,2026-03-30,3100.0,Gail,Foor,33.600481,-117.707671,580 Avenue Majorca N,ResidentialLease,1200.0,3100.0,0,Laguna Premier Realty Inc.,Laguna Premier Realty Inc.,,Gail Foor,,,SFOORGAI,Gail,Foor,,,,1156286895,LW - Laguna Woods,,Orange,Closed,,,0.0,,StockCooperative,,Leisure World (LW),OrangeCounty,1966,580,OC26057399,2,Laguna Woods,,,2,2026-03-30,,,2026-03-30,2026-03-05,,,CA,,,False,1,,One,,,2,False,0.0,Saddleback Valley Unified,92637,,,,CRMLS,CRMLS_CRM
Oakland,Oakland,Carpet,,,,False,692500.0,1156261112,2026-03-29,692500.0,Sasha,Steinberg,37.78438454,-122.42697479,66 Cleary CT 1104,Residential,1106.0,692500.0,0,eXp Realty of California,eXp Realty of California,,Sasha Steinberg,,,BMLS-R02134748,Sasha,Steinberg,,Monthly,,1156261112,,,San Francisco,Closed,,False,1.0,,Condominium,1.5008,CITY,Oakland,1963,66,41129010,2,San Francisco,,,3,2026-03-29,,,2026-03-29,2026-03-29,,,CA,,,False,,,,,65376.0,,False,1.0,,94109,1442.0,65376.0,,CRMLS,CRMLS_BMLS
PacificWest,PacificWest,,False,,,True,375000.0,1156260437,2026-03-29,405000.0,Frank,Gutierrez,35.137368,-119.478507,101 Brandon,Residential,1468.0,375000.0,0,Veritas Real Estate Inc.,Veritas Real Estate Inc.,,Frank Gutierrez,,,pgutifra,Frank,Gutierrez,,,,1156260437,TAFT - Taft,,Kern,Closed,,True,3.0,,SingleFamilyResidence,0.18,,PacificWest,2001,101,PW26067633,2,Taft,,,4,2026-03-29,,,2026-03-29,2026-03-29,,,CA,,,True,1,Taft,One,,7841.0,4,False,3.0,Taft Union,93268,0.0,7841.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,"Laminate,Wood",True,,,False,2550.0,1156260392,2026-03-30,2550.0,Robert,Jackson,,,4892 Del Monte Ave,ResidentialLease,550.0,2550.0,0,Catalina Realty,Catalina Realty,,Robert Jackson,,,SAND-612097,Robert,Jackson,,,,1156260392,92107 - Ocean Beach,,San Diego,Closed,,,1.0,,Apartment,,Ocean Beach,SanDiego,1940,4892,260007383SD,1,San Diego,,,1,2026-03-30,,,2026-03-29,2026-03-29,,,CA,,,False,1,,One,,,,,1.0,,92107,0.0,,,CRMLS,CRMLS_SAND
CaliforniaDesert,CaliforniaDesert,Laminate,True,,,True,1300000.0,1156260200,2026-03-29,1300000.0,Diane,Buckingham,33.713156,-116.314583,77350 Sioux Drive,Residential,3952.0,1300000.0,0,Compass,Compass,,Diane Buckingham,,,CDAR-d86424,The Rich,Nolan Group,,Monthly,,1156260200,325 - Indian Wells,,Riverside,Closed,,True,4.0,,SingleFamilyResidence,0.25,Indian Wells C.C.,CaliforniaDesert,1987,77350,219145529DA,4,Indian Wells,,,3,2026-03-29,,,2026-03-29,2026-03-25,,,CA,,,True,,,,,10890.0,,False,2.0,,92210,55.0,10890.0,,CRMLS,CRMLS_CDAR
OrangeCounty,TheInlandGateway,,False,,,False,475000.0,1156258884,2026-03-30,475000.0,Melanie,Gallegos,33.584122,-117.703455,26072 Sunnyglen,Residential,659.0,475000.0,0,Realty ONE Group West,"eXp Realty of Southern California, Inc",,Melanie Gallegos,,,OCGRIPSTE,Steve,Grippi,,Monthly,,1156258884,S2 - Laguna Hills,,Orange,Closed,,False,1.0,,Condominium,0.7994,Crestline (CR),OrangeCounty,1985,26072,IG26067487,1,Laguna Hills,,,1,2026-03-30,,,2026-03-06,2026-03-05,,,CA,,,False,1,Laguna Hills,One,,34820.0,1,False,1.0,Laguna Beach Unified,92653,461.0,34820.0,,CRMLS,CRMLS_CRM
Downey,Downey,,,,,False,810000.0,1156256626,2026-03-30,810000.0,Tony,Regazzi,33.934393,-117.942623,329 E Florence,ResidentialIncome,,810000.0,0,Keller Williams Rlty Whittier,Keller Williams Rlty Whittier,,Tony Regazzi,,,dwregant,Tony,Regazzi,,,,1156256626,87 - La Habra,,Orange,Closed,,,8.0,,Duplex,0.16,Other,Downey,1928,329,DW26067562,,La Habra,,1600.0,,2026-03-30,,,2026-03-29,2026-03-27,,,CA,,,,1,,One,,6970.0,,False,2.0,,90631,0.0,6970.0,,CRMLS,CRMLS_CRM
VenturaCoastal,OrangeCounty,,,,,False,675000.0,1156252590,2026-03-27,669000.0,Liana,Norman,33.493066,-117.670006,32302 Alipaz,ManufacturedInPark,1536.0,675000.0,0,Coldwell Banker Realty,Unknown Office,,Liana Norman,,,v99999,Non,Non Member,,,,1156252590,DO - Del Obispo,,Orange,Closed,,,0.0,,,18.8981,San Juan Mobile Estates (SJM),VenturaCoastal,1974,32302,OC26045606,2,San Juan Capistrano,,,2,2026-03-27,,,2026-03-23,2026-03-02,,,CA,,,,1,,One,,823203.0,,,0.0,Capistrano Unified,92675,0.0,823203.0,,CRMLS,CRMLS_CRM
CitrusValley,CitrusValley,,True,,,False,2300.0,1156243352,2026-03-30,2400.0,Steven,Thacker,34.110985,-117.439418,16740 Village C,ResidentialLease,1108.0,2300.0,1,KELLER WILLIAMS EMPIRE ESTATES,KELLER WILLIAMS EMPIRE ESTATES,,Steven Thacker,,,cv46312,Steven,Thacker,,,,1156243352,264 - Fontana,,San Bernardino,Closed,,,0.0,,Townhouse,0.0364,,CitrusValley,1971,16740,CV26067353,2,Fontana,,,3,2026-03-30,,,2026-03-29,2026-03-26,,,CA,,,False,2,,Two,,1587.0,0,False,0.0,Fontana Unified,92336,,1587.0,,CRMLS,CRMLS_CRM
WestSanGabrielValley,WestSanGabrielValley,Laminate,False,,,False,1200.0,1156243048,2026-03-30,1200.0,TALIA,LAI,34.105231,-118.102499,220 W Daroca B,ResidentialLease,200.0,1200.0,0,Pinnacle Real Estate Group,Pinnacle Real Estate Group,,TALIA LAI,,,w77980,TALIA,LAI,,,,1156243048,654 - San Gabriel,,Los Angeles,Closed,,,1.0,,Duplex,0.1435,,WestSanGabrielValley,1924,220,WS26067348,1,San Gabriel,,,1,2026-03-30,,,2026-03-29,2026-03-28,,,CA,,,False,1,,One,,6253.0,1,False,0.0,San Gabriel Unified,91775,0.0,6253.0,,CRMLS,CRMLS_CRM
,,"Laminate,Vinyl",False,,,False,1790.0,1156239987,2026-03-31,1800.0,Boback,Nooravi,34.070698,-118.27269,233 N PARK VIEW Street 10,ResidentialLease,675.0,1790.0,3,Eclipse Realty,Eclipse Realty,,Boback Nooravi,,,CLW-C127846,Boback,Nooravi,,,,1156239987,C21 - Silver Lake - Echo Park,,Los Angeles,Closed,,,0.0,,Condominium,0.1708,,Claw,1966,233,26661075,1,Los Angeles,,675.0,2,2026-03-31,,,2026-03-31,2026-03-28,,,CA,,,False,1,,One,,7441.0,,False,,,90026,,7441.0,,CRMLS,CRMLS_CL
Downey,Downey,Tile,True,,,False,1000000.0,1156238104,2026-03-28,1000000.0,Jashiel,Munoz Peral,33.997163,-118.304885,5035 Denker Ave,Residential,1990.0,1000000.0,0,The Real Estate Lane,The Real Estate Lane,,Jashiel Munoz Peral,,,DWMUNJAS,Jashiel,Munoz Peral,,,,1156238104,C34 - Los Angeles Southwest,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.1254,,Downey,1912,5035,DW26067231,3,Los Angeles,,,6,2026-03-28,,,2026-03-28,2026-03-01,,,CA,,,False,1,,One,,5464.0,1,False,0.0,Los Angeles Unified,90062,0.0,5464.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Tile,True,,,,5295000.0,1156232613,2026-03-23,5295000.0,Laci,Buller,34.01339,-118.436326,3430 Mountain View Avenue,Residential,4096.0,5295000.0,0,Compass,Compass,,Laci Buller,,,CLW-L09643,Ron,Wynn,,,,1156232613,C13 - Palms - Mar Vista,,Los Angeles,Closed,,True,4.0,,SingleFamilyResidence,0.1351,,BeverlyHillsGreaterLa,2026,3430,26669703,6,Los Angeles,,4096.0,5,2026-03-23,,,2026-03-23,2026-03-23,,,CA,,,True,2,,Two,60x98,5883.0,,True,2.0,,90066,,5883.0,,CRMLS,CRMLS_CL
InlandValleys,InlandValleys,"Tile,Wood",False,,,False,2500.0,1156125604,2026-03-29,2500.0,JODY,RODRIGUEZ,34.525071,-117.331748,15110 Chuparosa,ResidentialLease,1252.0,2500.0,2,KELLER WILLIAMS REALTY,KELLER WILLIAMS REALTY,,JODY RODRIGUEZ,,,IVRODRJOD,JODY,RODRIGUEZ,,,,1156125604,VIC - Victorville,,San Bernardino,Closed,,True,1.0,,SingleFamilyResidence,0.1655,,InlandValleys,1984,15110,IV26067037,2,Victorville,,,3,2026-03-29,,,2026-03-29,2026-03-27,,,CA,,,True,1,,One,,7210.0,3,False,1.0,Victor Valley Unified,92394,0.0,7210.0,,CRMLS,CRMLS_CRM
PismoCoast,SanLuisObispoCoastal,Vinyl,True,,,False,745000.0,1156111813,2026-03-30,735000.0,Hannah,Atchison,35.403224,-120.863022,440 Panay,Residential,880.0,745000.0,0,Compass,Compass,,Hannah Atchison,,,pi02130559,Jessica,Padilla,,,,1156111813,MRBY - Morro Bay,,San Luis Obispo,Closed,,True,2.0,,SingleFamilyResidence,0.0643,,PismoCoast,1972,440,SC26066990,2,Morro Bay,,,2,2026-03-30,,,2026-03-15,2026-02-17,,,CA,,,True,1,,One,,2800.0,2,False,1.0,San Luis Coastal Unified,93442,0.0,2800.0,,CRMLS,CRMLS_CRM
BayEast,Oakland,"Laminate,Tile,Wood",,,,False,675000.0,1156110605,2026-03-27,700000.0,Tanja,Odzak,37.80498463,-122.21732284,4049 Canon Ave,Residential,2263.0,675000.0,0,eXp Realty of California,Bay East AOR,,Tanja Odzak,,,BMLS-206599999,OUT OF AREA,NON MEMBER,,,,1156110605,,,Alameda,Closed,,True,1.0,,SingleFamilyResidence,0.1488,GLENVIEW,BayEast,1940,4049,41128937,2,Oakland,,,4,2026-03-27,,,2026-03-27,2026-03-27,,,CA,,,True,,,ThreeOrMore,,6480.0,,False,1.0,,94602,,6480.0,,CRMLS,CRMLS_BMLS
SanDiego,SanDiego,,False,,,False,1220000.0,1156109718,2026-03-27,1220000.0,Michael,Mastro,32.97159029,-117.09257937,10847 Blake Way,Residential,2005.0,1220000.0,0,Coldwell Banker Realty,Coldwell Banker Realty,,Michael Mastro,,,SAND-655795,Michael,Mastro,,Monthly,,1156109718,92129 - Rancho Penasquitos,,San Diego,Closed,,,4.0,,Condominium,,Rancho Penasquitos,SanDiego,2020,10847,260007319SD,3,San Diego,,,4,2026-03-27,,,2026-03-27,2026-03-27,,,CA,,,False,2,,Two,,,,False,2.0,,92129,141.0,,,CRMLS,CRMLS_SAND
SanLuisObispoCoastal,SanLuisObispoCoastal,,True,,,False,425000.0,1156106966,2026-03-27,450000.0,Lindsey,Harn,35.469113,-120.66869,8935 Amapoa Avenue,Residential,696.0,425000.0,0,Christie's International Real Estate Sereno,Compass,,Lindsey Harn,,,sc1731537,Erica,Abbott,,,,1156106966,ATSC - Atascadero,,San Luis Obispo,Closed,,,0.0,,SingleFamilyResidence,0.3473,ATSouthwest(50),SanLuisObispoCoastal,1940,8935,SC26011407,1,Atascadero,,,2,2026-03-27,,,2026-02-05,2026-01-14,,,CA,,,False,1,,One,,15127.0,2,False,0.0,Atascadero Unified,93422,0.0,15127.0,,CRMLS,CRMLS_CRM
