BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,MlsStatus,ElementarySchool,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,OriginatingSystemName,OriginatingSystemSubName
TriCounties,TriCounties,,True,,,False,3520.0,1153728614,2026-03-05,3560.0,Calvin,Lin,33.522722,-117.112054,31420 Congressional,ResidentialLease,2470.0,3520.0,6,Diamond Trust Realty,Diamond Trust Realty,,Calvin Lin,,,hlincalv,Calvin,Lin,,,,1153728614,SRCAR - Southwest Riverside County,,Riverside,Closed,,True,2.0,,SingleFamilyResidence,0.14,,TriCounties,2000,31420,TR26043853,3,Temecula,,,3,2026-03-05,,,2026-03-05,2026-02-26,,,CA,,,True,2,,Two,,6098.0,2,False,2.0,Temecula Unified,92591,,6098.0,,CRMLS,CRMLS_CRM
ContraCosta,Oakland,"Laminate,Tile,Wood",,,,False,995000.0,1153726921,2026-03-17,1380000.0,Analise,Smith-Hinkley,37.79860915,-122.20338733,3712 Maple Ave,Residential,1965.0,995000.0,12,The GRUBB Company,Compass,,Analise Smith-Hinkley,,,BMLS-206520118,Sharry,Chimienti,,,,1153726921,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.0739,DIMOND,ContraCosta,1928,3712,41125453,2,Oakland,,,3,2026-03-17,,,2026-03-11,2026-02-27,,,CA,,,True,,,MultiSplit,,3219.0,,False,0.0,,94602,,3219.0,,CRMLS,CRMLS_BMLS
Oakland,Oakland,"Carpet,Tile,Wood",,,,False,849000.0,1153726920,2026-03-24,1230000.0,Gillian,Leslie,37.90395324,-122.29344899,7316 Rockway Ave,Residential,1442.0,849000.0,11,Red Oak Realty,Compass,,Gillian Leslie,,,BMLS-R01898014,Erin,Fleming,,,,1153726920,,,Contra Costa,Closed,,False,1.0,,SingleFamilyResidence,0.0918,EL CERRITO,Oakland,1940,7316,41125450,2,El Cerrito,,,3,2026-03-24,,,2026-03-10,2026-02-27,,,CA,,,True,1,,One,,4000.0,,False,0.0,,94530,,4000.0,,CRMLS,CRMLS_BMLS
ContraCosta,ContraCosta,"Carpet,Tile",,,,False,1085000.0,1153726914,2026-03-25,1085000.0,Lisa,Doyle,37.90336898,-122.0660024,1727 Lacassie Ave 4B,Residential,1490.0,1085000.0,12,Christie's Intl RE Sereno,Christie's Intl RE Sereno,,Lisa Doyle,,,CCBE-206521072,Wendy,Moore,,Monthly,,1153726914,,,Contra Costa,Closed,,True,2.0,,Condominium,0.0,WALNUT CREEK,ContraCosta,2015,1727,41125452,2,Walnut Creek,,,2,2026-03-25,,,2026-03-11,2026-02-27,,,CA,,,False,1,,One,,0.0,,False,2.0,,94596,735.0,0.0,,CRMLS,CRMLS_CCBE
,PasadenaFoothills,"SeeRemarks,Tile,Wood",True,,True,True,1599000.0,1153726870,2026-03-31,1952107.0,Keely,A Myres,34.131162,-118.213174,2107 Ridgeview,Residential,2124.0,1599000.0,12,COMPASS,Coldwell Banker Realty,,Keely A Myres,,,CLW-X54637,Tracy,Do,,,,1153726870,618 - Eagle Rock,,Los Angeles,Closed,Eagle Rock,,0.0,,SingleFamilyResidence,0.1973,,,1922,2107,P1-26036,3,Los Angeles,,,3,2026-03-31,,Briana,2026-03-11,2026-02-01,,,CA,,Eagle Rock,True,2,Eagle Rock,Two,,8594.0,,,0.0,,90041,,8594.0,,CRMLS,CRMLS_CRF
VenturaCoastal,SanLuisObispoCoastal,,False,,,False,789900.0,1153721559,2026-03-30,800000.0,Karla,Salazar,34.284766,-118.739858,2727 Reservoir,Residential,1466.0,789900.0,2,"Capitol Real Estate Group, Inc",eXp Realty,,Karla Salazar,,,v211506397,Brandon,Ramey,,,,1153721559,SVC - Central Simi,,Ventura,Closed,,True,2.0,,SingleFamilyResidence,0.11,Unknown,VenturaCoastal,1984,2727,SC26039882,3,Simi Valley,,,3,2026-03-30,,,2026-03-01,2026-02-27,,,CA,,,True,2,,Two,,4791.0,0,False,2.0,Ventura Unified,93065,0.0,4791.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,,False,,,False,2800.0,1153720798,2026-03-26,2800.0,Heather,Cervantes,33.719755,-118.048285,16681 Sims Lane 3,ResidentialLease,950.0,2800.0,12,Enclave Property Management,Enclave Property Management,,Heather Cervantes,,,OCCERVHEA,Heather,Cervantes,,,,1153720798,17 - Northwest Huntington Beach,,Orange,Closed,,False,1.0,,Apartment,0.19,n/a,OrangeCounty,1973,16681,OC26042093,2,Huntington Beach,,,2,2026-03-26,,,2026-03-17,2026-02-22,,,CA,,,False,2,,Two,,8276.0,2,False,1.0,Huntington Beach Union High,92649,0.0,8276.0,,CRMLS,CRMLS_CRM
,SanDiego,,True,,,False,300000.0,1153719685,2026-03-19,300000.0,Micro,Michaels,32.86117326,-116.91885446,12616 Lakeshore Dr 24,Residential,881.0,300000.0,10,H3 Realty,Covenant Of Carlsbad,,Micro Michaels,,,108972,Courtney,Cox,,Monthly,,1153719685,92040 - Lakeside,,San Diego,Closed,,,2.0,,Condominium,1.7947,,,1981,12616,260004671SD,2,Lakeside,,,2,2026-03-19,,,2026-03-09,2026-02-27,,,CA,,,False,1,,One,,78177.0,,False,0.0,,92040,447.6,78177.0,,CRMLS,CRMLS_SAND
SouthwestRiversideCounty,SouthwestRiversideCounty,,True,,,True,3200.0,1153717478,2026-03-28,3100.01,Caroline,Jepsen,33.461092,-117.118165,31060 Ruidosa,ResidentialLease,1201.0,3100.0,29,FC Group Realty,FC Group Realty,FC Group Realty,Caroline Jepsen,Fabrice,Vuillemey,TJEPSCAR,Caroline,Jepsen,,,,1153717478,SRCAR - Southwest Riverside County,,Riverside,Closed,,True,2.0,,SingleFamilyResidence,0.14,,SouthwestRiversideCounty,1993,31060,SW26043819,2,Temecula,,,3,2026-03-28,,,2026-03-28,2026-02-27,,,CA,,,True,1,Great Oak,One,,6098.0,3,False,2.0,Temecula Unified,92592,0.0,6098.0,,CRMLS,CRMLS_CRM
WestSanGabrielValley,CitrusValley,"Carpet,Laminate",False,,,False,829000.0,1153713957,2026-03-13,812500.0,Daniel,Gushue,34.126336,-117.547486,7040 Marino,Residential,1759.0,829000.0,5,GUSHUE REAL ESTATE,Wetrust Realty,GUSHUE REAL ESTATE,Daniel Gushue,Alexander,Spence,W77092,CHERRY,WONG,,,,1153713957,688 - Rancho Cucamonga,,San Bernardino,Closed,Lightfoot,True,2.0,,SingleFamilyResidence,0.0803,,WestSanGabrielValley,1989,7040,CV26043742,3,Rancho Cucamonga,,,4,2026-03-13,,,2026-03-04,2026-02-27,,,CA,,Day Creek,True,2,Rancho Cucamonga,Two,,3500.0,0,False,2.0,Chaffey Joint Union High,91701,0.0,3500.0,,CRMLS,CRMLS_CRM
CaliforniaDesert,CaliforniaDesert,Vinyl,False,,,True,1900.0,1153710773,2026-03-16,1700.0,Mary,Yeakel,33.698526,-116.219551,82823 Davis Drive,ResidentialLease,704.0,1700.0,17,Coldwell Banker Realty,Coldwell Banker Realty,,Mary Yeakel,,,CDAR-D73812,Mary,Yeakel,,,,1153710773,,,Riverside,Closed,,False,1.0,,Condominium,0.0162,Indian Palms,CaliforniaDesert,1981,82823,219143939DA,1,Indio,,,2,2026-03-16,,,2026-03-16,2026-02-26,,,CA,,,False,,,,,704.0,,False,0.0,,92201,,704.0,,CRMLS,CRMLS_CDAR
OrangeCounty,Laguna,Vinyl,False,,,False,2600.0,1153710144,2026-03-17,2600.0,Clark,Smith,33.649136,-117.580361,60 Flor De Mar,ResidentialLease,737.0,2600.0,11,Realatrends,GoodBrand Real Estate,,Clark Smith,,,DHARKPEG,Peggy,Harker,,,,1153710144,R1 - Rancho Santa Margarita North,,Orange,Closed,,,1.0,,Condominium,1.5294,Las Flores (R2) (LF),OrangeCounty,1986,60,LG26043766,2,Rancho Santa Margarita,,,2,2026-03-17,,,2026-03-10,2026-02-27,,,CA,,,True,1,,One,,66621.0,2,False,0.0,Saddleback Valley Unified,92688,,66621.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,,,False,6500.0,1153707127,2026-03-05,6500.0,Raphael,Danziger,34.069395,-118.341537,258 S Orange Drive,ResidentialLease,2791.0,6500.0,6,Christie's International Real Estate SoCal,Christie's International Real Estate SoCal,,Raphael Danziger,,,CLW-C142533,Raphael,Danziger,,,,1153707127,C18 - Hancock Park-Wilshire,,Los Angeles,Closed,,,1.0,,Condominium,0.1674,,BeverlyHillsGreaterLa,1927,258,26657653,3,Los Angeles,,2791.0,3,2026-03-05,,,,2026-02-27,,,CA,,,True,1,,One,,7293.0,,False,,,90036,,7293.0,,CRMLS,CRMLS_CL
Mrmls,Southland,Carpet,True,,,True,474900.0,1153707122,2026-03-26,480000.0,Laurie,McCarty,35.422456,-119.110709,9708 Rain Check,Residential,1840.0,474900.0,4,Coldwell Banker Preferred Realtors,NONMEMBER MRML,,Laurie McCarty,,,NONMEMBER,Colby,Spears,,,,1153707122,BKSF - Bakersfield,,Kern,Closed,,True,2.0,,SingleFamilyResidence,0.19,,Mrmls,2002,9708,SR26042523,2,Bakersfield,,,3,2026-03-26,,,2026-03-03,2026-02-27,,,CA,,,True,1,,One,,8276.0,3,False,2.0,Other,93312,0.0,8276.0,,CRMLS,CRMLS_CRM
BayEast,Oakland,"Carpet,SeeRemarks,Wood",True,,,False,945000.0,1153706006,2026-03-20,1102000.0,Sarah,Schisler,37.62706959,-122.03956642,30229 Treeview St,Residential,2212.0,945000.0,6,Keller Williams VIP Properties,United Brokers Real Estate,,Sarah Schisler,,,BMLS-206524574,Diana,Fong,,,,1153706006,,,Alameda,Closed,,True,3.0,,SingleFamilyResidence,0.1354,HAYWARD,BayEast,1959,30229,41125439,3,Hayward,,,5,2026-03-20,,,2026-03-05,2026-02-27,,,CA,,,True,2,,Two,,5896.0,,False,2.0,,94544,,5896.0,,CRMLS,CRMLS_BMLS
SouthBay,SouthBay,,True,,,False,2450.0,1153703195,2026-03-31,2350.0,Dylan,Gallagher,33.929543,-118.34746,11523 Menlo Avenue D,ResidentialLease,850.0,2350.0,32,JRealty,JRealty,,Dylan Gallagher,,,SBGALLDYL,Dylan,Gallagher,,,,1153703195,108 - North Hawthorne,,Los Angeles,Closed,,,1.0,,Apartment,0.1597,,SouthBay,1963,11523,SB26043769,2,Hawthorne,,,2,2026-03-31,,,2026-03-31,2026-02-27,,,CA,,,False,1,,One,,6957.0,2,False,0.0,Hawthorne,90250,0.0,6957.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,"Laminate,Wood",True,,,False,5995.0,1153703192,2026-03-31,5995.0,A.J.,Bialik,33.465215,-117.700857,24582 Del Prado 202,ResidentialLease,1358.0,5995.0,24,Marshall Reddick Real Estate,Marshall Reddick Real Estate,,A.J. Bialik,,,OCBIALAJ,A.J.,Bialik,,,,1153703192,LT - Lantern Village,,Orange,Closed,,True,2.0,,Townhouse,0.9209,Lantern Village Central (LDC),OrangeCounty,1987,24582,OC26043764,3,Dana Point,,,2,2026-03-31,,,2026-03-23,2026-02-27,,,CA,,,True,2,,Two,,40116.0,0,False,2.0,Capistrano Unified,92629,,40116.0,,CRMLS,CRMLS_CRM
Mlslistings,Mlslistings,Laminate,True,,,,1600000.0,1153702465,2026-03-24,1760000.0,Erfan,Modir,37.27318592,-121.8576386,632 Lanfair Drive,Residential,2554.0,1600000.0,5,Intero Real Estate Services,eXp Realty of California Inc,,Erfan Modir,,,ML5100688,Srivastav,Koganti,,,,1153702465,699 - Not Defined,,Santa Clara,Closed,Other,True,2.0,,SingleFamilyResidence,0.2089,,Mlslistings,1968,632,ML82036599,3,San Jose,,,5,2026-03-24,,,2026-03-04,2026-02-27,,,CA,,John Muir,True,,Gunderson,,,9100.0,,False,2.0,San Jose Unified,95136,,9100.0,,CRMLS,CRMLS_MLSL
WestSanGabrielValley,MontebelloDistrict,,False,,,False,799900.0,1153701765,2026-03-27,875000.0,RAY,"DURAN, JR.",34.079812,-117.958408,3652 Stichman,Residential,2055.0,799900.0,8,WEDGEWOOD HOMES REALTY,KW Executive,,"RAY DURAN, JR.",,,ws91758,Justin,Ha,,,,1153701765,608 - Baldwin Pk/Irwindale,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.1501,,WestSanGabrielValley,1978,3652,MB26043738,4,Baldwin Park,,,5,2026-03-27,,,2026-03-07,2026-02-27,,,CA,,,True,2,,Two,,6540.0,1,False,2.0,Baldwin Park Unified,91706,0.0,6540.0,,CRMLS,CRMLS_CRM
NorthSanDiegoCounty,NorthSanDiegoCounty,,True,,,False,2500.0,1153700227,2026-03-07,2500.0,Michael,Daniels,33.219014,-117.271482,1522 Rolling Hills Dr,ResidentialLease,834.0,2500.0,6,"Rancho Coastal Properties, Inc","Rancho Coastal Properties, Inc",,Michael Daniels,,,ND119195,Michael,Daniels,,,,1153700227,92056 - Oceanside,,San Diego,Closed,,True,3.0,,SingleFamilyResidence,0.0994,PeacoHi583,NorthSanDiegoCounty,1979,1522,NDP2601906,1,Oceanside,,,2,2026-03-07,,,2026-03-05,2026-02-27,,,CA,,,False,1,,One,,4332.0,2,,1.0,Oceanside Unified,92056,,4332.0,,CRMLS,CRMLS_CRP
BayEast,BayEast,"Carpet,Tile,Vinyl",,,,False,2438000.0,1153699213,2026-03-27,2598000.0,Linda,Futral,37.65573575,-121.79070918,631 Alden Ln,Residential,3344.0,2438000.0,6,Luxicor Real Estate,WDB Realty & Finance,,Linda Futral,,,CCBE-206520430,Michael,Frieburg,,,,1153699213,,,Alameda,Closed,,True,3.0,Greenbriar,SingleFamilyResidence,0.4295,CAPISTRANO,BayEast,1999,631,41125437,3,Livermore,,,5,2026-03-27,,,2026-03-10,2026-03-04,,,CA,,,True,1,,One,,18707.0,,False,3.0,,94550,,18707.0,,CRMLS,CRMLS_CCBE
OrangeCounty,OrangeCounty,Vinyl,True,,,False,4500.0,1153699148,2026-03-25,4500.0,Kelly,Sletten,33.641126,-117.923843,1845 Anaheim Avenue 9B,ResidentialLease,1212.0,4500.0,24,Prism Link Properties,Prism Link Properties,Prism Link Properties,Kelly Sletten,Nick,Nguyen,OCSLETKEL,Kelly,Sletten,,,,1153699148,C2 - Southwest Costa Mesa,,Orange,Closed,,True,3.0,,Townhouse,4.7715,Vendome Condominiums (VEND),OrangeCounty,1963,1845,OC26037995,2,Costa Mesa,,,3,2026-03-25,,,2026-03-23,2026-02-18,,,CA,,,True,2,,Two,,207847.0,1,False,1.0,Newport Mesa Unified,92627,,207847.0,,CRMLS,CRMLS_CRM
WestSanGabrielValley,WestSanGabrielValley,Vinyl,False,,,False,3800.0,1153699147,2026-03-30,3800.0,ANITA,JER,34.13965,-118.102136,371 S Sierra Madre,ResidentialLease,1170.0,3800.0,23,GARRY JER & ASSOCIATES INC.,GARRY JER & ASSOCIATES INC.,,ANITA JER,,,w70517,ANITA,JER,,,,1153699147,648 - Pasadena (SE),,Los Angeles,Closed,,True,2.0,,Townhouse,0.3345,,WestSanGabrielValley,1986,371,WS26042325,3,Pasadena,,,3,2026-03-30,,,2026-03-30,2026-02-27,,,CA,,,True,2,,Two,,14572.0,1,False,2.0,Pasadena Unified,91107,,14572.0,,CRMLS,CRMLS_CRM
,BeverlyHillsGreaterLa,"Carpet,Laminate",False,,,,1295000.0,1153696489,2026-03-24,1360000.0,Michele,Sanchez,34.111445,-117.747682,1505 Briarcroft Road,Residential,2934.0,1295000.0,11,Compass,RE/MAX MASTERS REALTY,COMPASS,Michele Sanchez,Carol,Ortega,C11042,Razi,Farzad,,,,1153696489,683 - Claremont,,Los Angeles,Closed,,True,0.0,,SingleFamilyResidence,0.3024,,,2002,1505,26657627,3,Claremont,,2934.0,4,2026-03-24,,,2026-03-10,2026-02-27,,,CA,,,True,2,,Two,,13172.0,,False,,,91711,,13172.0,,CRMLS,CRMLS_CL
Mlslistings,Mlslistings,"Carpet,Laminate",False,,,,1925000.0,1153696487,2026-03-30,2010000.0,Therese,Swan,37.23797349,-121.89189754,5805 Chambertin Drive,Residential,1756.0,1925000.0,5,VFlight Real Estate,Compass,,Therese Swan,,,ML5099192,Jun,Chung,,Monthly,,1153696487,699 - Not Defined,,Santa Clara,Closed,Other,True,2.0,,SingleFamilyResidence,0.122,,Mlslistings,1995,5805,ML82036595,3,San Jose,,,3,2026-03-30,,Aaron,2026-03-04,2026-02-27,,,CA,,Dartmouth,True,,Leigh,,,5316.0,,False,2.0,Other,95118,128.0,5316.0,,CRMLS,CRMLS_MLSL
,OutOfAreaBoard,"Carpet,Wood",False,,,,1849000.0,1153694995,2026-03-27,1885000.0,Chris,Lucibello,34.263265,-118.542284,18779 Willowtree Lane,Residential,3717.0,1849000.0,5,Berkshire Hathaway HomeServices California Properties,Huntington Group,,Chris Lucibello,,,G165110272,Avo,Oughourlian,,Monthly,,1153694995,NR - Northridge,,Los Angeles,Closed,,True,7.0,,SingleFamilyResidence,0.2826,,,1988,18779,26657473,5,Porter Ranch,,3717.0,5,2026-03-27,,,2026-03-04,2026-02-27,,,CA,,,True,2,,Two,,12312.0,,False,3.0,,91326,260.0,12312.0,,CRMLS,CRMLS_CL
BayEast,BayEast,"Tile,Wood",,,,False,799000.0,1153694406,2026-03-31,1110000.0,Andrea,Ruport,37.77225536,-122.28703722,321 Central Ave,Residential,1341.0,799000.0,11,Compass,Compass,,Andrea Ruport,,,CCBE-206535761,Sophia,Niu,,,,1153694406,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.0872,WEST END,BayEast,1925,321,41125432,1,Alameda,,,2,2026-03-31,,,2026-03-10,2026-02-27,,,CA,,,True,1,,One,,3800.0,,False,1.0,,94501,,3800.0,,CRMLS,CRMLS_CCBE
Downey,Downey,,True,,,False,4700.0,1153693018,2026-03-29,4750.0,Nahed,Benyamein,33.878599,-117.789877,19721 Fernwood Plaza,ResidentialLease,1387.0,4700.0,30,Allstars Realty,Allstars Realty,Allstars Realty,Nahed Benyamein,Krystopher,Benyamein,dwbenkry,Krystopher,Benyamein,,,,1153693018,85 - Yorba Linda,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.1578,Other,Downey,1970,19721,DW26043511,2,Yorba Linda,,,3,2026-03-29,,,2026-03-29,2026-02-27,,,CA,,,False,1,,One,,6875.0,3,False,2.0,Placentia-Yorba Linda Unified,92886,0.0,6875.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,"Carpet,Vinyl",True,,,False,3750.0,1153689733,2026-03-13,3750.0,Abby,Ronquillo,34.10767,-117.465493,15616 Sesame Seed Avenue,ResidentialLease,2791.0,3750.0,14,Net Realty,Net Realty,,Abby Ronquillo,,,ocronqabb,Abby,Ronquillo,,,,1153689733,264 - Fontana,,San Bernardino,Closed,,True,2.0,,SingleFamilyResidence,0.1148,,OrangeCounty,2016,15616,OC26043728,3,Fontana,,,4,2026-03-13,,,2026-03-13,2026-02-27,,,CA,,,True,2,,Two,,5000.0,0,False,2.0,Fontana Unified,92336,,5000.0,,CRMLS,CRMLS_CRM
Delta,Delta,"Carpet,Laminate,Vinyl",,,,False,400000.0,1153689316,2026-03-11,425000.0,Lisa,Hultz,37.92974925,-121.691246,217 Rolando Ave,Residential,1158.0,400000.0,3,WR Properties,WR Properties,,Lisa Hultz,,,BMLS-R01324033,Suzanne,Firebaugh-Delgado,,,,1153689316,,,Contra Costa,Closed,,True,1.0,,SingleFamilyResidence,0.1427,DOWNTOWN,Delta,1951,217,41125426,1,Brentwood,,,3,2026-03-11,,,2026-03-02,2026-02-27,,,CA,,,False,1,,One,,6216.0,,False,1.0,,94513,,6216.0,,CRMLS,CRMLS_BMLS
ContraCosta,ContraCosta,"Carpet,Tile",True,,,False,875000.0,1153689315,2026-03-24,875000.0,Jennifer,Griessel,37.96607002,-121.9408889,2152 Bluerock Circle,Residential,1676.0,875000.0,6,BHHS Drysdale Properties,Keller Williams Realty,,Jennifer Griessel,,,CCBE-159526312,Amy,Callahan,,Monthly,,1153689315,,,Contra Costa,Closed,,True,2.0,,SingleFamilyResidence,0.1304,CANYON CREEK,ContraCosta,1995,2152,41125427,3,Concord,,,3,2026-03-24,,,2026-03-05,2026-02-27,,,CA,,,True,,,MultiSplit,,5680.0,,False,2.0,Mount Diablo,94521,220.0,5680.0,,CRMLS,CRMLS_CCBE
Downey,PacificWest,,False,,,False,749000.0,1153687967,2026-03-24,790000.0,Jason,Thorman,33.860644,-117.574162,510 W Hacienda,Residential,1407.0,749000.0,5,eXp Realty of California Inc,The Realty Group,,Jason Thorman,,,DWSORREG,Reginald,Soriano,,,,1153687967,248 - Corona,,Riverside,Closed,,True,2.0,,SingleFamilyResidence,0.21,Unknown,Downey,1960,510,PW26042102,2,Corona,,,4,2026-03-24,,,2026-03-04,2026-02-27,,,CA,,,True,1,,One,,9148.0,4,False,2.0,Corona-Norco Unified,92882,0.0,9148.0,,CRMLS,CRMLS_CRM
HighDesert,HighDesert,SeeRemarks,True,,,False,2850.0,1153687701,2026-03-15,2695.0,Kristen,Maley,34.697879,-117.335101,24548 Ledbury,ResidentialLease,2022.0,2495.0,16,Landcore Realty,Landcore Realty,,Kristen Maley,,,HD20160,Kristen,Maley,,,,1153687701,699 - Not Defined,,San Bernardino,Closed,,True,2.0,,SingleFamilyResidence,2.29,,HighDesert,2025,24548,HD26043637,2,Oro Grande,,,5,2026-03-15,,,2026-03-15,2026-02-27,,,CA,,,True,1,,One,,99752.0,5,False,2.0,Other,92368,0.0,99752.0,,CRMLS,CRMLS_CRM
WestSanGabrielValley,WestSanGabrielValley,,True,,,False,5600.0,1153687699,2026-03-27,5000.0,YVONNE,WU,33.987708,-117.854177,20599 Peaceful Woods,ResidentialLease,3179.0,5000.0,27,RT Property Management,RE/MAX 2000 REALTY,,YVONNE WU,,,ws82608,YING,TAN,,,,1153687699,616 - Diamond Bar,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.9673,,WestSanGabrielValley,2018,20599,WS26043435,4,Diamond Bar,,,4,2026-03-27,,,2026-03-26,2026-02-27,,,CA,,,False,,,ThreeOrMore,,42134.0,0,False,2.0,Walnut Valley Unified,91789,0.0,42134.0,,CRMLS,CRMLS_CRM
BayEast,ContraCosta,"SeeRemarks,Tile",,,,False,729000.0,1153687176,2026-03-30,729000.0,Conrad,Bassett,37.73390772,-122.24516303,1119 Camino Del Valle,Residential,1180.0,729000.0,8,Outsource Relocation Partners,Compass,,Conrad Bassett,,,CCBE-149520550,Kate,McCaffrey,,Monthly,,1153687176,,,Alameda,Closed,,True,2.0,,Townhouse,0.0344,,BayEast,1967,1119,41125421,2,Alameda,,,2,2026-03-30,,Jeanne,2026-03-07,2026-02-27,,,CA,,,True,2,,Two,,1500.0,,False,2.0,Alameda City Unified,94502,605.0,1500.0,,CRMLS,CRMLS_CCBE
,Oakland,"Carpet,Tile,Wood",,,,False,1488000.0,1153687175,2026-03-31,1816288.0,Sylvia,Snyder,37.79249818,-122.14860056,5143 Saddle Brook DR,Residential,2346.0,1488000.0,11,Coldwell Banker Realty,Engel & Voelkers,,Sylvia Snyder,,,BMLS-SFR981354504,Stephanie,Hevezi,,,,1153687175,,,Alameda,Closed,,True,2.0,,SingleFamilyResidence,0.5757,PARKRIDGE ESTATE,,1997,5143,41125423,3,Oakland,,,4,2026-03-31,,,2026-03-10,2026-02-27,,,CA,,,True,1,,One,,25078.0,,False,2.0,,94619,,25078.0,,CRMLS,CRMLS_BMLS
VenturaCoastal,VenturaCoastal,Laminate,True,,,True,3500.0,1153686388,2026-03-25,3500.0,Glenn,Locke,34.143722,-119.193171,652 Terrace View Place,ResidentialLease,1240.0,3500.0,26,Surfside-Anacapa Real Estate,Surfside-Anacapa Real Estate,Surfside-Anacapa Real Estate,Glenn Locke,Kiran,Locke,V211512416,Glenn,Locke,,,,1153686388,VC32 - Oxnard - Port Hueneme Beaches,,Ventura,Closed,,False,1.0,,Condominium,0.0307,Surfside IVD - 4230,VenturaCoastal,1982,652,V1-34913,2,Port Hueneme,,,2,2026-03-25,,Kiran,2026-03-25,2026-02-27,,,CA,,,True,1,,One,,1338.0,,False,1.0,,93041,0.0,1338.0,,CRMLS,CRMLS_CRF
OrangeCounty,OrangeCounty,,True,,,,375000.0,1153686158,2026-03-27,370000.0,Elvia,Gonzalez,34.027317,-117.417788,0 Rorimer,Land,,375000.0,19,Reliable Real Estate Company,Reliable Real Estate Company,,Elvia Gonzalez,,,OCGONZELV,Elvia,Gonzalez,,,,1153686158,251 - Jurupa Valley,,Riverside,Closed,,,,,,0.73,,OrangeCounty,,0,OC26042929,,Jurupa Valley,,,,2026-03-27,,,2026-03-18,2026-02-26,,,CA,,,,,,,292X100X312X80+25,31799.0,,False,,,92509,0.0,31799.0,,CRMLS,CRMLS_CRM
,SanDiego,,False,,,False,649900.0,1153685688,2026-03-18,660000.0,Michael,Garner,33.23379309,-117.30260824,156 Francesca Dr,Residential,827.0,649900.0,6,"Douglas Elliman of California, Inc.",Real Broker,,Michael Garner,,,106105,Sarah,Dettmann,,,,1153685688,92057 - Oceanside,,San Diego,Closed,,True,2.0,,Condominium,0.0643,Oceanside,,1975,156,260004655SD,1,Oceanside,,,2,2026-03-18,,,2026-03-05,2026-02-27,,,CA,,,False,1,,One,,2800.0,,False,1.0,,92057,,2800.0,,CRMLS,CRMLS_SAND
Mlslistings,ContraCosta,"Tile,Vinyl",True,,,False,994900.0,1153685533,2026-03-24,936000.0,A.J.,Cohen,37.73396641,-122.24714944,3037 Linda Vis,Residential,1628.0,994900.0,13,Coldwell Banker,Compass,Coldwell Banker,A.J. Cohen,Zach,Zucker,CCBE-MLL5101262,Vinh,Vu,,Monthly,,1153685533,,,Alameda,Closed,,True,2.0,,Townhouse,0.0379,,Mlslistings,1968,3037,41125418,3,Alameda,,,3,2026-03-24,,,2026-03-12,2026-02-27,,,CA,,,True,2,,Two,,1650.0,,False,2.0,,94502,605.0,1650.0,,CRMLS,CRMLS_CCBE
